code,name,description,refreshed_at,from_date,to_date
SXFZ1999,"S&P/TSX 60 Index Standard Futures, December 1999 (SXFZ1999)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 1999 (SXFZ1999)",2015-06-25 17:04:22,1999-09-07,1999-12-16
SXFZ2000,"S&P/TSX 60 Index Standard Futures, December 2000 (SXFZ2000)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2000 (SXFZ2000)",2015-06-25 17:04:22,2000-08-23,2000-12-14
SXFZ2001,"S&P/TSX 60 Index Standard Futures, December 2001 (SXFZ2001)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2001 (SXFZ2001)",2015-06-25 17:04:23,2001-01-31,2001-12-20
SXFZ2002,"S&P/TSX 60 Index Standard Futures, December 2002 (SXFZ2002)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2002 (SXFZ2002)",2015-06-25 17:04:23,2001-12-24,2002-12-20
SXFZ2003,"S&P/TSX 60 Index Standard Futures, December 2003 (SXFZ2003)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2003 (SXFZ2003)",2015-06-25 17:04:23,2002-12-23,2003-12-18
SXFZ2004,"S&P/TSX 60 Index Standard Futures, December 2004 (SXFZ2004)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2004 (SXFZ2004)",2015-06-25 17:04:23,2003-12-22,2004-12-16
SXFZ2005,"S&P/TSX 60 Index Standard Futures, December 2005 (SXFZ2005)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2005 (SXFZ2005)",2015-06-25 17:04:23,2004-12-17,2005-12-16
SXFZ2006,"S&P/TSX 60 Index Standard Futures, December 2006 (SXFZ2006)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2006 (SXFZ2006)",2015-06-25 17:04:24,2005-12-16,2006-12-15
SXFZ2007,"S&P/TSX 60 Index Standard Futures, December 2007 (SXFZ2007)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2007 (SXFZ2007)",2015-06-25 17:04:24,2006-12-18,2007-12-20
SXFZ2008,"S&P/TSX 60 Index Standard Futures, December 2008 (SXFZ2008)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2008 (SXFZ2008)",2015-06-25 17:04:24,2007-12-21,2008-12-18
SXFZ2009,"S&P/TSX 60 Index Standard Futures, December 2009 (SXFZ2009)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2009 (SXFZ2009)",2015-06-25 17:04:24,2008-12-22,2009-12-18
SXFZ2010,"S&P/TSX 60 Index Standard Futures, December 2010 (SXFZ2010)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2010 (SXFZ2010)",2015-06-25 17:04:24,2009-12-18,2010-12-17
SXFZ2011,"S&P/TSX 60 Index Standard Futures, December 2011 (SXFZ2011)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2011 (SXFZ2011)",2015-06-25 17:04:24,2010-12-17,2011-12-16
SXFZ2012,"S&P/TSX 60 Index Standard Futures, December 2012 (SXFZ2012)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2012 (SXFZ2012)",2015-06-25 17:04:24,2011-12-16,2012-12-21
SXFZ2013,"S&P/TSX 60 Index Standard Futures, December 2013 (SXFZ2013)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2013 (SXFZ2013)",2015-06-25 17:04:25,2012-12-21,2013-12-20
SXFZ2014,"S&P/TSX 60 Index Standard Futures, December 2014 (SXFZ2014)","Historical MX Futures Prices: S&P/TSX 60 Index Standard Futures, December 2014 (SXFZ2014)",2015-06-25 17:04:24,2013-12-20,2014-12-19
SXFZ2015,"S&P/TSX 60 Index Standard Futures, December 2015 (SXFZ2015)","MX Futures Price for S&P/TSX 60 Index Standard Futures, December 2015. Multiplier: C$200 × S&P/TSX 60 Index Standard Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-12-21 21:13:47,2014-12-19,2015-12-18
SXFZ2016,"S&P/TSX 60 Index Standard Futures, December 2016 (SXFZ2016)","MX Futures Price for S&P/TSX 60 Index Standard Futures, December 2016. Multiplier: C$200 × S&P/TSX 60 Index Standard Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-12-19 21:12:54,2015-12-18,2016-12-16
SXFZ2017,"S&P/TSX 60 Index Standard Futures, December 2017 (SXFZ2017)","MX Futures Price for S&P/TSX 60 Index Standard Futures, December 2017. Multiplier: C$200 × S&P/TSX 60 Index Standard Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-12-18 22:16:39,2016-12-16,2017-12-15
SXFZ2018,"S&P/TSX 60 Index Standard Futures, December 2018 (SXFZ2018)","MX Futures Price for S&P/TSX 60 Index Standard Futures, December 2018. Multiplier: C$200 × S&P/TSX 60 Index Standard Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-12-24 22:09:30,2017-12-15,2018-12-21
SXFZ2019,"S&P/TSX 60 Index Standard Futures, December 2019 (SXFZ2019)","MX Futures Price for S&P/TSX 60 Index Standard Futures, December 2019. Multiplier: C$200 × S&P/TSX 60 Index Standard Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-12-23 22:09:16,2018-12-21,2019-12-20
SXFZ2020,"S&P/TSX 60 Index Standard Futures, December 2020 (SXFZ2020)","MX Futures Price for S&P/TSX 60 Index Standard Futures, December 2020. Multiplier: C$200 × S&P/TSX 60 Index Standard Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2019-12-20,2020-03-25
SXHH2009,"S&P/TSX Capped Information Technology Index Futures, March 2009 (SXHH2009)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2009. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:10:26,2009-01-02,2009-03-20
SXHH2010,"S&P/TSX Capped Information Technology Index Futures, March 2010 (SXHH2010)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2010. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:11:38,2009-03-20,2010-03-19
SXHH2011,"S&P/TSX Capped Information Technology Index Futures, March 2011 (SXHH2011)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2011. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:12:46,2010-03-19,2011-03-18
SXHH2012,"S&P/TSX Capped Information Technology Index Futures, March 2012 (SXHH2012)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2012. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:14:06,2011-03-18,2012-03-16
SXHH2013,"S&P/TSX Capped Information Technology Index Futures, March 2013 (SXHH2013)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2013. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:15:42,2012-03-16,2013-03-15
SXHH2014,"S&P/TSX Capped Information Technology Index Futures, March 2014 (SXHH2014)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2014. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-03-25 01:27:14,2013-03-15,2014-03-21
SXHH2015,"S&P/TSX Capped Information Technology Index Futures, March 2015 (SXHH2015)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2015. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-03-23 21:13:36,2014-04-10,2015-03-20
SXHH2016,"S&P/TSX Capped Information Technology Index Futures, March 2016 (SXHH2016)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2016. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-03-21 21:14:19,2015-03-20,2016-03-18
SXHH2017,"S&P/TSX Capped Information Technology Index Futures, March 2017 (SXHH2017)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2017. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-03-20 21:12:48,2016-03-18,2017-03-17
SXHH2018,"S&P/TSX Capped Information Technology Index Futures, March 2018 (SXHH2018)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2018. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-03-19 21:11:31,2017-03-17,2018-03-16
SXHH2019,"S&P/TSX Capped Information Technology Index Futures, March 2019 (SXHH2019)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2019. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-03-15 21:10:26,2018-03-16,2019-03-14
SXHH2020,"S&P/TSX Capped Information Technology Index Futures, March 2020 (SXHH2020)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2020. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-23 21:09:37,2019-03-15,2020-03-20
SXHH2021,"S&P/TSX Capped Information Technology Index Futures, March 2021 (SXHH2021)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, March 2021. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2020-03-20,2020-03-25
SXHM2009,"S&P/TSX Capped Information Technology Index Futures, June 2009 (SXHM2009)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2009. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:10:46,2009-01-02,2009-06-19
SXHM2010,"S&P/TSX Capped Information Technology Index Futures, June 2010 (SXHM2010)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2010. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:11:53,2009-06-19,2010-06-18
SXHM2011,"S&P/TSX Capped Information Technology Index Futures, June 2011 (SXHM2011)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2011. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:13:04,2010-06-18,2011-06-17
SXHM2012,"S&P/TSX Capped Information Technology Index Futures, June 2012 (SXHM2012)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2012. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:14:36,2011-06-17,2012-06-15
SXHM2013,"S&P/TSX Capped Information Technology Index Futures, June 2013 (SXHM2013)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2013. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:16:14,2012-06-15,2013-06-21
SXHM2014,"S&P/TSX Capped Information Technology Index Futures, June 2014 (SXHM2014)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2014. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-06-24 00:06:16,2013-06-21,2014-06-20
SXHM2015,"S&P/TSX Capped Information Technology Index Futures, June 2015 (SXHM2015)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2015. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-06-22 21:13:12,2014-06-20,2015-06-19
SXHM2016,"S&P/TSX Capped Information Technology Index Futures, June 2016 (SXHM2016)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2016. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-06-20 21:14:04,2015-06-19,2016-06-17
SXHM2017,"S&P/TSX Capped Information Technology Index Futures, June 2017 (SXHM2017)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2017. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-06-19 21:09:11,2016-06-17,2017-06-16
SXHM2018,"S&P/TSX Capped Information Technology Index Futures, June 2018 (SXHM2018)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2018. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-06-18 21:11:23,2017-06-16,2018-06-15
SXHM2019,"S&P/TSX Capped Information Technology Index Futures, June 2019 (SXHM2019)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2019. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-06-21 21:10:19,2018-06-15,2019-06-20
SXHM2020,"S&P/TSX Capped Information Technology Index Futures, June 2020 (SXHM2020)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, June 2020. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2019-06-21,2020-03-25
SXHU2009,"S&P/TSX Capped Information Technology Index Futures, September 2009 (SXHU2009)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2009. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:11:01,2009-01-02,2009-09-18
SXHU2010,"S&P/TSX Capped Information Technology Index Futures, September 2010 (SXHU2010)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2010. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:12:06,2009-09-18,2010-09-17
SXHU2011,"S&P/TSX Capped Information Technology Index Futures, September 2011 (SXHU2011)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2011. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:13:30,2010-09-17,2011-09-16
SXHU2012,"S&P/TSX Capped Information Technology Index Futures, September 2012 (SXHU2012)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2012. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:15:01,2011-09-16,2012-09-21
SXHU2013,"S&P/TSX Capped Information Technology Index Futures, September 2013 (SXHU2013)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2013. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:16:32,2012-09-21,2013-09-20
SXHU2014,"S&P/TSX Capped Information Technology Index Futures, September 2014 (SXHU2014)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2014. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-09-23 01:14:42,2013-09-20,2014-09-19
SXHU2015,"S&P/TSX Capped Information Technology Index Futures, September 2015 (SXHU2015)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2015. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-09-21 21:13:00,2014-09-19,2015-09-18
SXHU2016,"S&P/TSX Capped Information Technology Index Futures, September 2016 (SXHU2016)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2016. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-09-19 21:12:59,2015-09-18,2016-09-16
SXHU2017,"S&P/TSX Capped Information Technology Index Futures, September 2017 (SXHU2017)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2017. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-09-18 21:09:09,2016-09-16,2017-09-15
SXHU2018,"S&P/TSX Capped Information Technology Index Futures, September 2018 (SXHU2018)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2018. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-09-24 21:11:59,2017-09-15,2018-09-21
SXHU2019,"S&P/TSX Capped Information Technology Index Futures, September 2019 (SXHU2019)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2019. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-09-23 21:11:17,2018-09-21,2019-09-20
SXHU2020,"S&P/TSX Capped Information Technology Index Futures, September 2020 (SXHU2020)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, September 2020. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2019-09-20,2020-03-25
SXHZ2009,"S&P/TSX Capped Information Technology Index Futures, December 2009 (SXHZ2009)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2009. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:11:19,2009-01-02,2009-12-18
SXHZ2010,"S&P/TSX Capped Information Technology Index Futures, December 2010 (SXHZ2010)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2010. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:12:37,2009-12-18,2010-12-17
SXHZ2011,"S&P/TSX Capped Information Technology Index Futures, December 2011 (SXHZ2011)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2011. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:13:49,2010-12-17,2011-12-16
SXHZ2012,"S&P/TSX Capped Information Technology Index Futures, December 2012 (SXHZ2012)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2012. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:15:20,2011-12-16,2012-12-21
SXHZ2013,"S&P/TSX Capped Information Technology Index Futures, December 2013 (SXHZ2013)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2013. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-06-09 14:17:00,2012-12-21,2013-12-20
SXHZ2014,"S&P/TSX Capped Information Technology Index Futures, December 2014 (SXHZ2014)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2014. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-12-22 22:21:22,2013-12-20,2014-12-19
SXHZ2015,"S&P/TSX Capped Information Technology Index Futures, December 2015 (SXHZ2015)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2015. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-12-21 21:13:47,2014-12-19,2015-12-18
SXHZ2016,"S&P/TSX Capped Information Technology Index Futures, December 2016 (SXHZ2016)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2016. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-12-19 21:12:54,2015-12-18,2016-12-16
SXHZ2017,"S&P/TSX Capped Information Technology Index Futures, December 2017 (SXHZ2017)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2017. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-12-18 22:16:39,2016-12-16,2017-12-15
SXHZ2018,"S&P/TSX Capped Information Technology Index Futures, December 2018 (SXHZ2018)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2018. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-12-24 22:09:30,2017-12-15,2018-12-21
SXHZ2019,"S&P/TSX Capped Information Technology Index Futures, December 2019 (SXHZ2019)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2019. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-12-23 22:09:16,2018-12-21,2019-12-20
SXHZ2020,"S&P/TSX Capped Information Technology Index Futures, December 2020 (SXHZ2020)","MX Futures Price for S&P/TSX Capped Information Technology Index Futures, December 2020. Multiplier: C$500 × SXH futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2019-12-20,2020-03-25
SXMH2012,"S&P/TSX 60 Index Mini Futures, March 2012 (SXMH2012)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2012. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:22:43,2011-05-06,2012-03-16
SXMH2013,"S&P/TSX 60 Index Mini Futures, March 2013 (SXMH2013)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2013. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:23:48,2012-03-16,2013-03-15
SXMH2014,"S&P/TSX 60 Index Mini Futures, March 2014 (SXMH2014)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2014. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-03-25 01:24:46,2013-03-15,2014-03-21
SXMH2015,"S&P/TSX 60 Index Mini Futures, March 2015 (SXMH2015)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2015. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-03-23 21:13:36,2014-04-10,2015-03-20
SXMH2016,"S&P/TSX 60 Index Mini Futures, March 2016 (SXMH2016)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2016. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-03-21 21:14:19,2015-03-20,2016-03-18
SXMH2017,"S&P/TSX 60 Index Mini Futures, March 2017 (SXMH2017)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2017. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-03-20 21:12:48,2016-03-18,2017-03-17
SXMH2018,"S&P/TSX 60 Index Mini Futures, March 2018 (SXMH2018)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2018. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-03-19 21:11:31,2017-03-17,2018-03-16
SXMH2019,"S&P/TSX 60 Index Mini Futures, March 2019 (SXMH2019)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2019. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-03-15 21:10:26,2018-03-16,2019-03-14
SXMH2020,"S&P/TSX 60 Index Mini Futures, March 2020 (SXMH2020)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2020. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-23 21:09:37,2019-03-15,2020-03-20
SXMH2021,"S&P/TSX 60 Index Mini Futures, March 2021 (SXMH2021)","MX Futures Price for S&P/TSX 60 Index Mini Futures, March 2021. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2020-03-20,2020-03-25
SXMM2011,"S&P/TSX 60 Index Mini Futures, June 2011 (SXMM2011)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2011. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:21:55,2011-05-06,2011-06-17
SXMM2012,"S&P/TSX 60 Index Mini Futures, June 2012 (SXMM2012)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2012. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:23:01,2011-06-17,2012-06-15
SXMM2013,"S&P/TSX 60 Index Mini Futures, June 2013 (SXMM2013)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2013. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:24:04,2012-06-15,2013-06-21
SXMM2014,"S&P/TSX 60 Index Mini Futures, June 2014 (SXMM2014)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2014. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-06-24 00:00:26,2013-06-21,2014-06-20
SXMM2015,"S&P/TSX 60 Index Mini Futures, June 2015 (SXMM2015)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2015. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-06-22 21:13:12,2014-06-20,2015-06-19
SXMM2016,"S&P/TSX 60 Index Mini Futures, June 2016 (SXMM2016)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2016. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2016-06-20 21:14:04,2015-06-19,2016-06-17
SXMM2017,"S&P/TSX 60 Index Mini Futures, June 2017 (SXMM2017)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2017. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2017-06-19 21:09:11,2016-06-17,2017-06-16
SXMM2018,"S&P/TSX 60 Index Mini Futures, June 2018 (SXMM2018)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2018. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2018-06-18 21:11:23,2017-06-16,2018-06-15
SXMM2019,"S&P/TSX 60 Index Mini Futures, June 2019 (SXMM2019)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2019. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2019-06-21 21:10:19,2018-06-15,2019-06-20
SXMM2020,"S&P/TSX 60 Index Mini Futures, June 2020 (SXMM2020)","MX Futures Price for S&P/TSX 60 Index Mini Futures, June 2020. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2020-03-26 11:09:24,2019-06-21,2020-03-25
SXMU2011,"S&P/TSX 60 Index Mini Futures, September 2011 (SXMU2011)","MX Futures Price for S&P/TSX 60 Index Mini Futures, September 2011. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:21:58,2011-05-06,2011-09-16
SXMU2012,"S&P/TSX 60 Index Mini Futures, September 2012 (SXMU2012)","MX Futures Price for S&P/TSX 60 Index Mini Futures, September 2012. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:23:09,2011-09-16,2012-09-21
SXMU2013,"S&P/TSX 60 Index Mini Futures, September 2013 (SXMU2013)","MX Futures Price for S&P/TSX 60 Index Mini Futures, September 2013. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-01-09 22:24:12,2012-09-21,2013-09-20
SXMU2014,"S&P/TSX 60 Index Mini Futures, September 2014 (SXMU2014)","MX Futures Price for S&P/TSX 60 Index Mini Futures, September 2014. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2014-09-23 01:14:33,2013-09-20,2014-09-19
SXMU2015,"S&P/TSX 60 Index Mini Futures, September 2015 (SXMU2015)","MX Futures Price for S&P/TSX 60 Index Mini Futures, September 2015. Multiplier: C$50 × S&P/TSX 60 Index Mini Futures value. Price quotation: Quoted in index points, expressed to two decimals.",2015-09-21 21:13:00,2014-09-19,2015-09-18
